NewDepot -1 5.0,5.0 5
NewVehicle -1 9.586596245046971,0.16999866687968712 1 10
NewVehicle -1 7.067572672888104,7.932875242702534 1 10
NewVehicle -1 0.3735645043189595,3.092657495731456 1 10
NewVehicle -1 0.40713068795099505,7.678838159167332 1 10
NewVehicle -1 5.81966338253811,9.77410586973465 1 10
NewParcel 159118045 7.459679158779778,9.677608763268426 9.683222690097658,3.2518891695451178 0 1 159123214/159132875=159373798/159383459
NewParcel 159950069 8.467659792723524,3.165303091134323 6.727048208655,0.1545801557577775 0 1 159950672/159969465=160202976/160221769
NewParcel 160618680 6.941695503531141,4.28162502972298 0.8366385196480031,6.539113445691809 0 1 160622098/160635261=160836742/160849905
NewParcel 161458551 4.739358459361459,4.2523869793642675 9.87053272189821,5.191310743025835 0 1 161465744/161471357=161689778/161695391
NewParcel 162239433 8.228758629174655,3.3234314740758233 6.006444523835709,2.937549380105456 0 1 162239495/162259370=162496597/162516472
NewParcel 162913560 6.553475783534041,6.8060974475777964 6.906739992528548,6.637891275053058 0 1 162916026/162931093=163213552/163228619
NewParcel 163566515 2.998688923930807,5.810795613202443 0.697999224218746,3.7208357192963692 0 1 163571860/163581169=163859082/163868391
NewParcel 164415912 5.747563785553522,3.0202575188317926 1.6787283647999474,3.2362614972848514 0 1 164423097/164428726=164710360/164715989
NewParcel 165246763 6.8169620759094265,6.354019149959308 6.1692847206343675,5.903121791253335 0 1 165252570/165260955=165501465/165509850
NewParcel 166066949 0.46153391378319975,5.875702822444923 0.41807371404603,4.1284488046342736 0 1 166075249/166078648=166295322/166298721
NewParcel 166810730 4.835257056434397,1.7946599516928807 4.978086160835019,5.474237740959933 0 1 166820725/166820734=167058606/167058615
NewParcel 167612775 3.199484901059908,3.913535832118553 2.4678312713884742,5.548767742408152 0 1 167613658/167631891=167895903/167914136
NewParcel 168319706 3.4665657308355313,5.373319684185946 8.130734821308518,8.798923985909145 0 1 168325078/168334333=168616392/168625647
NewParcel 169100705 7.368094819033982,6.047443114538812 5.107059457754798,8.180083234832756 0 1 169109482/169111927=169373400/169375845
NewParcel 169863238 3.0368652142947083,3.436489426943201 8.832412936637308,7.180125479551723 0 1 169864690/169881785=170164162/170181257
NewParcel 170674500 7.291574126677042,1.4150741728495653 7.476906099734585,0.17413433742938356 0 1 170683452/170685547=170934189/170936284
NewParcel 171333715 6.413353196263671,9.68246273205351 7.839021543995532,9.586347578928665 0 1 171337847/171349582=171627661/171639396
NewParcel 172034942 6.703181277579498,9.268484194676226 8.608257995849646,0.835921866001138 0 1 172039516/172050367=172252286/172263137
NewParcel 172704583 8.609244519819962,1.9463072604378706 5.41061082124325,8.543073740005195 0 1 172710828/172718337=172944109/172951618
NewParcel 173492321 0.7133028976945721,3.903637351939153 4.550951821581339,9.972157890574108 0 1 173494105/173510536=173734795/173751226
NewParcel 174238736 2.3651314746525856,6.523900732430178 4.866372099053953,4.188247648409467 0 1 174248053/174249418=174470916/174472281
NewParcel 174937385 6.254092647570138,9.628974601264375 9.604547937776976,7.903778211880073 0 1 174942575/174952194=175221808/175231427
NewParcel 175653670 4.706906090043864,5.035029330045636 2.741194154778576,1.4918159857799085 0 1 175655209/175672130=175929644/175946565
NewParcel 176457329 6.000677188224458,0.773042334207098 6.650667325952748,1.1425167027936134 0 1 176464395/176470262=176672301/176678168
NewParcel 177269946 9.480245694446198,8.82554817840777 0.5437798392383031,5.63933429041276 0 1 177276896/177282995=177576749/177582848
NewParcel 177923373 0.7689203844749248,1.7311853790609355 1.5868897878479982,8.731542930333967 0 1 177928639/177938106=178147612/178157079
NewParcel 178769524 0.8616585379040409,5.90860487490954 3.1163266872306314,0.5796356886924325 0 1 178770353/178788694=179072672/179091013
NewParcel 179476497 5.389753568829408,2.0513002564334837 6.862216463968908,4.250161642621297 0 1 179481344/179491649=179724045/179734350
NewParcel 180190542 2.84609551229142,5.444924203463377 8.595769649103586,5.736562273787226 0 1 180196838/180204245=180440849/180448256
NewParcel 181037899 3.0600647878886598,1.5586523393727625 9.114092722313863,8.482574791339632 0 1 181046300/181049497=181316171/181319368
NewParcel 181785088 9.711121487359843,4.762157088578225 4.976586315927069,5.884757417976916 0 1 181792220/181797955=182028200/182033935
NewParcel 182570729 3.1701542583229436,0.5197555024342049 5.9069947700417815,7.7507066112471215 0 1 182570834/182590623=182792396/182812185
NewParcel 183366542 2.4576505094275536,3.9132911815603433 8.27516426573235,9.189522669396665 0 1 183368342/183384741=183668650/183685049
NewParcel 184019672 7.607749699429398,9.845314334193985 6.572579019507908,2.9110906391465283 0 1 184028145/184031198=184244332/184247385
NewParcel 184773039 6.227243000064977,2.77412345136692 7.295731648406777,8.410735880436 0 1 184776723/184789354=185031261/185043892
NewParcel 185454936 0.5385838519500896,6.33222779562162 2.1513936871264674,4.015819342868184 0 1 185457758/185472113=185741568/185755923
NewParcel 186273622 3.695965774340225,5.6797967917692525 9.997849444621759,0.27083257944963135 0 1 186276156/186291087=186544523/186559454
NewParcel 186947209 6.663537982946895,7.944656484980198 9.436151656484645,5.637556881806071 0 1 186955663/186958754=187233381/187236472
NewParcel 187743645 9.444814208072405,8.600396994040999 6.465466665392771,7.986848425111715 0 1 187745773/187761516=187988373/188004116
NewParcel 188500151 2.9523432556003404,4.134151944632315 4.116567660446005,7.8586122422922084 0 1 188505693/188514608=188738954/188747869
NewParcel 189235990 0.30669752266820893,3.8556143320024514 3.4775390138119633,1.9665262451864574 0 1 189245129/189246850=189505507/189507228
NewParcel 189966973 8.853848234076853,6.198848680303977 8.025757323551687,7.924079080802844 0 1 189973705/189980240=190197666/190204201
NewParcel 190774655 6.689985324896646,7.368466108636324 5.680207358168936,3.668484008930575 0 1 190782869/190786440=191043534/191047105
NewParcel 191477679 9.982846786517394,2.6817185202774327 5.4881982882368465,7.559032514735864 0 1 191486130/191489227=191751011/191754108
NewParcel 192197287 9.878618456339938,3.4580826229666584 8.360541902418317,7.626445744784341 0 1 192205555/192209018=192489559/192493022
NewParcel 192903525 0.28346914286226266,4.8078873890187515 3.769254244426168,0.9497935150896963 0 1 192904454/192922595=193117722/193135863
NewParcel 193673210 0.30878079975933503,2.1715555886253846 6.821846466058713,6.63753532884545 0 1 193678196/193688223=193918735/193928762
NewParcel 194485261 7.669136778064358,6.961014867769151 2.6262613409678472,8.389252630899218 0 1 194487195/194503326=194703647/194719778
NewParcel 195323519 1.8221340540325925,4.15484758849619 7.36052637519589,5.114631579503744 0 1 195328051/195338986=195578347/195589282
NewParcel 196151717 8.139076277813466,7.198735871547862 7.9611770534118085,0.5862574412712307 0 1 196160931/196162502=196417946/196419517
NewParcel 196969797 6.895615403157325,8.06276725930151 4.844519294237975,5.602788010998085 0 1 196973275/196986318=197179016/197192059
NewParcel 197655291 3.3714001588928544,2.807165262130362 4.574791433626383,8.639062170397596 0 1 197661943/197668638=197907172/197913867
NewParcel 198438022 7.84779755777957,5.508002681046209 1.8932868375542555,3.459712552029608 0 1 198447960/198448083=198654555/198654678
NewParcel 199250914 6.792746523035305,5.8944645774381215 3.022501709828905,4.672839540051797 0 1 199260044/199261783=199468796/199470535
NewParcel 200044223 9.021810051660491,8.549221092450816 4.65937016484726,4.700312072308705 0 1 200045133/200063312=200262050/200280229
NewParcel 200845042 3.124483430237249,4.023471994926956 5.571647778338644,8.141256573202503 0 1 200846149/200863934=201075748/201093533
NewParcel 201688453 4.944825890900545,4.71822874839242 0.21150799561620137,2.005297619216458 0 1 201689291/201707614=201983742/202002065
NewParcel 202341244 6.405474638769755,0.8833927722591739 6.260412088824939,2.792110846971233 0 1 202345149/202357338=202623519/202635708
NewParcel 203183630 9.464106924904367,4.586194570137709 0.5193166701827212,3.8938531212953045 0 1 203190005/203197254=203432250/203439499
NewParcel 203908945 1.4914084255198834,2.000555455171705 0.05828027226605692,9.297030100660566 0 1 203915655/203922234=204211401/204217980
NewParcel 204645823 0.8596153151611985,6.868935427699789 8.03953233178478,2.060365695923813 0 1 204648191/204663454=204880719/204895982
NewParcel 205301889 4.030688518086954,0.48822766855836863 6.128065566356808,8.54523482632384 0 1 205308164/205315613=205579422/205586871
NewParcel 205972536 7.933185066870526,6.0712646189407025 7.9038166453489875,1.875220913936816 0 1 205976576/205988495=206229429/206241348
NewParcel 206752884 3.9168876601743516,7.835495737597173 0.18949487769655216,0.6013637673705885 0 1 206753232/206772535=207022539/207041842
NewParcel 207435551 2.074256976174247,7.6704018317861085 1.708124041284591,1.0496566881974112 0 1 207435948/207455153=207660462/207679667
NewParcel 208171393 7.2177644808291275,4.735206425289143 0.9843577473562937,4.327359121457982 0 1 208181191/208181594=208433656/208434059
NewParcel 209014907 0.3021763224430807,5.8384473462669515 7.903632495955933,1.4646827151607733 0 1 209018740/209031073=209261959/209274292
NewParcel 209770527 1.5808409108145827,6.950971903995744 5.8432185923538995,2.6684182276966952 0 1 209774985/209786068=210027017/210038100
NewParcel 210500553 4.2850523370417495,8.703916527580398 3.789235539153352,9.164061669633671 0 1 210501515/210519590=210793550/210811625
NewParcel 211250013 0.11554394591192674,1.223235800306537 0.35368946632260867,8.603004809131189 0 1 211257691/211262334=211493551/211498194
NewParcel 211988264 0.3351810131948707,6.152339155024203 4.105598096265737,7.511351780200679 0 1 211997904/211998623=212274496/212275215
NewParcel 212661689 8.751909447471036,6.214403367975114 7.130266692134121,6.756923421278918 0 1 212666277/212677100=212889723/212900546
NewParcel 213396362 5.38102939430839,5.1659188929387305 1.230773408439948,8.511013542031874 0 1 213403581/213409142=213636142/213641703
NewParcel 214084097 2.075847905704494,3.493033330231711 8.685730695923992,5.681457926292347 0 1 214093174/214095019=214391464/214393309
NewParcel 214829817 3.915783203391717,7.702257299499195 1.9773836384302745,7.293578555415287 0 1 214834813/214844820=215090205/215100212
NewParcel 215632728 2.6409731343004172,3.5570913169666896 9.404106583827742,5.795569298877965 0 1 215637200/215648255=215904711/215915766
NewParcel 216418283 0.9224572920399254,6.112139020596823 5.991362597516022,4.764878776380548 0 1 216422166/216434399=216724485/216736718
NewParcel 217132492 8.75699322580177,1.8962678025113267 1.6151879201192898,7.992159842023895 0 1 217135432/217149551=217354174/217368293
NewParcel 217854634 5.775566897319242,1.0963801804657392 0.752261115027878,3.4193419163607954 0 1 217860915/217868352=218077544/218084981
NewParcel 218578966 5.7546644383044665,0.09335719125464492 0.7706240792807184,7.908396138438068 0 1 218587559/218590372=218811838/218814651
NewParcel 219260569 2.119363357340329,7.20173870245683 8.175113932895941,1.3173463598761204 0 1 219269740/219271397=219493941/219495598
NewParcel 219914985 5.727307640945201,6.9646997647298114 4.721568415288577,0.8600978157485284 0 1 219924293/219925676=220166796/220168179
NewParcel 220605835 8.722630783746482,0.8558882735921591 7.8138705839110445,9.226639549046258 0 1 220609247/220622422=220861553/220874728
NewParcel 221449147 0.7488857535570892,4.739685521594639 2.0978898558198997,2.4401859414839966 0 1 221451402/221466891=221717964/221733453
NewParcel 222107643 6.310047043877986,5.941452451127032 1.6663879440193585,5.927819164380269 0 1 222111891/222123394=222332567/222344070
NewParcel 222842776 4.56864627831246,5.279322220186158 4.78894695280249,9.781195890712036 0 1 222850914/222854637=223121235/223124958
NewParcel 223636829 5.37010480578174,1.9091047970783914 5.580985278214156,6.683877474372249 0 1 223644863/223648794=223899698/223903629
NewParcel 224391926 7.782323931463776,1.3338635258299592 9.525923867768814,8.481852227643271 0 1 224401074/224402777=224702657/224704360
NewParcel 225157336 9.939597190920251,9.429727515633141 2.264562003542151,9.873805352130175 0 1 225157501/225177170=225429200/225448869
NewParcel 225930977 1.47990687695558,7.839501509735216 3.565730154658654,0.1977050796609836 0 1 225936600/225945353=226209163/226217916
NewParcel 226625566 2.3646649798420096,8.5856362675344 0.8922777966953843,6.790262590054642 0 1 226634785/226636346=226922226/226923787
NewParcel 227284385 4.369965742343598,8.254121487818642 9.476461434344092,5.89583120752576 0 1 227290807/227297962=227588450/227595605
NewParcel 227976169 4.038406488400293,4.600864679440582 8.318794971682848,9.601307434515883 0 1 227978478/227993859=228276099/228291480
NewParcel 228793153 8.380544746468743,0.9321177838470729 4.024423568580034,9.773594481842961 0 1 228801161/228805144=229029538/229033521
NewParcel 229620838 7.115049891003013,6.110513093111468 6.891084692203773,2.476191375499406 0 1 229627491/229634184=229907070/229913763
NewParcel 230442585 7.736614715368604,0.5382739186715435 6.162719066781568,8.841472247798134 0 1 230449833/230455336=230685609/230691112
NewParcel 231286659 2.2006877673761673,0.9691589467180428 3.862793218926479,0.875214199331199 0 1 231289002/231304315=231556102/231571415
NewParcel 232117882 6.514089700059951,9.500704766861265 9.121396098157184,3.169941394178463 0 1 232120793/232134970=232410642/232424819
NewParcel 232820595 7.020575139439597,4.598329905863199 7.410173332573395,4.003642508232199 0 1 232821930/232839259=233069269/233086598
NewParcel 233514145 9.670405184535504,4.50286001018526 1.5991598856804523,1.8004285225228323 0 1 233515037/233533252=233801451/233819666
NewParcel 234186653 1.0629889866383069,5.873039967830729 4.249576089934869,5.429690887138139 0 1 234194300/234199005=234424312/234429017
NewParcel 235027351 2.551660193654952,3.014592091691294 3.0566465564059486,9.32032235375533 0 1 235035488/235039213=235306658/235310383
NewParcel 235682303 1.1996502083048055,5.547386974440673 3.8565067126078523,6.866565345255738 0 1 235686069/235698536=235924927/235937394
NewParcel 236352856 3.876319501134099,4.862284572562789 8.111259373623628,8.102047701749939 0 1 236353138/236372573=236564181/236583616
NewParcel 237200708 3.282709448662792,2.219213396156172 4.286241702733062,0.11856940488429113 0 1 237208975/237212440=237484334/237487799
NewParcel 237917992 7.195480482486328,3.838044691549818 5.033568170415515,1.2062034725180426 0 1 237925995/237929988=238188783/238192776
NewParcel 238765331 4.718293580722524,0.833829716889577 4.596009346398952,2.191272166950368 0 1 238774975/238775686=239079706/239080417
NewParcel 239475325 5.829702154224766,4.3479576682825805 3.3452705690043985,0.948762081315494 0 1 239482400/239488249=239771265/239777114
NewParcel 240163483 3.0166156057826967,8.72680019599039 8.868732338113821,8.565739619854355 0 1 240164836/240182129=240379015/240396308
NewParcel 240983131 6.282395132726453,8.099403421019627 5.5187156564467665,8.132331256244754 0 1 240990279/240995982=241260852/241266555
NewParcel 241705366 5.318647745021405,4.205790485874398 6.838332898875075,9.636828074041738 0 1 241708425/241722306=242001843/242015724
NewParcel 242499650 5.129776610577856,5.8274363693830615 7.777990340187431,6.941479792974019 0 1 242503875/242515424=242772333/242783882
NewParcel 243335181 3.899355562507827,2.671478818927554 6.116600462341459,5.31553994581653 0 1 243338287/243352074=243625746/243639533
NewParcel 244017689 4.387385209501096,9.060226459435597 5.001569203039679,0.5021234607772218 0 1 244019548/244035829=244299525/244315806
NewParcel 244720863 2.6474957273378252,5.277528454004576 1.0216215565792142,2.7954419649026785 0 1 244728047/244733678=244999706/245005337
NewParcel 245566126 0.353160105703445,6.923564763860719 4.726524504829699,2.1049756047490864 0 1 245572181/245580070=245816618/245824507
NewParcel 246349004 9.521975850271549,5.129624288248749 3.007773595015706,2.4831472213637418 0 1 246357224/246360783=246656266/246659825
NewParcel 247104893 0.9270830120398055,2.9844292614034105 5.254301620617491,7.093059091433965 0 1 247113779/247116006=247358972/247361199
NewParcel 247851523 9.984776767402067,6.023570281471619 7.697278180757977,7.092856805049905 0 1 247853992/247869053=248123872/248138933
